42.34793235124118, -71.06777636085168
42.348770252121, -71.06666442923745
42.3486413450203, -71.06550889246186
42.350107647692, -71.06511644600978
42.350059308588726, -71.0642879479443
42.35092940676027, -71.06402631697622
42.35084884262074, -71.06302339826536
42.352437195853675, -71.06255116173321
42.35257027275887, -71.06028223477348
42.35231274419941, -71.05809644733718
42.35167476969758, -71.05902288437072
42.35011725868015, -71.05978866394763
42.350229051983135, -71.06028588193227
42.34921135761314, -71.06067317344842
42.34804117938234, -71.06124380423897
42.347129644611215, -71.06200799443137
42.346954271040104, -71.06264570288161
42.34741462560141, -71.06472196304647
42.34764480164276, -71.06580458443764
42.34788593752803, -71.06776220107561
