42.33161495243123, -71.11247256523545
42.322731162563876, -71.119081528142
42.323175381853225, -71.12157061806785
42.3023571655971, -71.13993838510684
42.30013530300319, -71.1281795809744
42.29630586628242, -71.12935128551753
42.29568267551095, -71.12197926932171
42.29988909354178, -71.11987297898006
42.30160273885032, -71.11429130957465
42.300979600497875, -71.10734055144715
42.3118057520576, -71.09786224490966
42.31375270407707, -71.10017916428549
42.31904810886804, -71.10291734172966
42.32613390930195, -71.09975790621716
42.32636749353077, -71.10597146272507
42.33161495243123, -71.11247256523545
